143,1588069802
143,1588070691
143,1588071581
143,1588072470
143,1588073359
142,1588074248
142,1588075137
142,1588076027
142,1588076916
142,1588077805
143,1588078694
143,1588079583
143,1588080472
143,1588081362
143,1588082251
143,1588083140
143,1588084029
143,1588084918
144,1588085807
144,1588086697
144,1588087586
144,1588088475
144,1588089364
145,1588090253
145,1588091142
144,1588092032
144,1588092921
144,1588093810
144,1588094699
144,1588095588
145,1588096477
144,1588097366
144,1588098256
144,1588099145
145,1588100034
145,1588100923
144,1588101812
142,1588102702
143,1588103591
143,1588104480
143,1588105369
144,1588106258
144,1588107147
144,1588108037
143,1588108926
144,1588109815
145,1588110704
144,1588111593
144,1588112482
143,1588113372
142,1588114261
142,1588115150
143,1588116039
143,1588116928
143,1588117818
142,1588118707
142,1588119596
143,1588120485
143,1588121374
143,1588122264
143,1588123153
142,1588124042
143,1588124931
143,1588125820
144,1588126709
143,1588127599
142,1588128488
142,1588129377
143,1588130266
143,1588131155
144,1588132045
143,1588132934
143,1588133823
142,1588134712
141,1588135601
141,1588136490
141,1588137380
141,1588138269
141,1588139158
143,1588140047
143,1588140936
143,1588141826
143,1588142715
143,1588143604
143,1588144493
143,1588145382
143,1588146272
142,1588147161
142,1588148050
142,1588148939
142,1588149828
142,1588150718
143,1588151607
143,1588152496
143,1588153385
143,1588154274
143,1588155163
143,1588156053
143,1588156942
143,1588157831
143,1588158720
143,1588159609
143,1588160499
143,1588161388
143,1588162277
143,1588163166
143,1588164055
143,1588164945
143,1588165834
143,1588166723
143,1588167612
143,1588168501
143,1588169391
143,1588170280
143,1588171169
143,1588172058
143,1588172947
143,1588173837
143,1588174726
144,1588175615
144,1588176504
145,1588177393
156,1588178282
144,1588179172
154,1588180061
154,1588180950
146,1588181839
146,1588182728
155,1588183618
155,1588184507
147,1588185396
147,1588186285
147,1588187174
147,1588188063
146,1588188953
147,1588189842
145,1588190731
147,1588191620
146,1588192509
145,1588193399
145,1588194288
145,1588195177
145,1588196066
145,1588196956
144,1588197845
143,1588198734
144,1588199623
144,1588200512
144,1588201401
146,1588202291
146,1588203180
146,1588204069
146,1588204958
147,1588205847
147,1588206737
147,1588207626
146,1588208515
147,1588209404
146,1588210293
146,1588211183
145,1588212072
145,1588212961
146,1588213850
145,1588214739
145,1588215629
145,1588216518
146,1588217407
146,1588218296
146,1588219185
145,1588220074
145,1588220964
145,1588221853
145,1588222742
145,1588223631
145,1588224520
145,1588225409
146,1588226299
145,1588227188
145,1588228077
146,1588228966
146,1588229855
146,1588230745
145,1588231634
146,1588232523
146,1588233412
146,1588234301
146,1588235190
146,1588236080
146,1588236969
146,1588237858
146,1588238747
146,1588239636
146,1588240526
146,1588241415
146,1588242304
146,1588243193
146,1588244082
146,1588244971
146,1588245861
146,1588246750
146,1588247639
146,1588248528
146,1588249418
145,1588250307
145,1588251196
144,1588252085
144,1588252974
145,1588253864
146,1588254753
147,1588284981
146,1588285870
146,1588286759
146,1588287649
146,1588288538
146,1588289427
148,1588290316
147,1588291205
147,1588292095
146,1588292984
147,1588293873
146,1588294762
147,1588295651
148,1588296540
146,1588297430
146,1588298319
144,1588299208
143,1588300097
146,1588300986
146,1588301876
146,1588302765
146,1588303654
146,1588304543
148,1588305433
148,1588306322
148,1588307211
148,1588308100
147,1588308989
147,1588309879
147,1588310768
148,1588311657
148,1588312546
148,1588313436
147,1588314325
147,1588315214
147,1588316103
149,1588316992
149,1588317881
149,1588318770
148,1588319660
148,1588320549
148,1588321438
148,1588322327
148,1588323216
148,1588324106
148,1588324995
148,1588325884
148,1588326773
148,1588327662
148,1588328551
148,1588329440
148,1588330329
148,1588331219
148,1588332108
148,1588332997
148,1588333886
148,1588334775
148,1588335664
148,1588336554
148,1588337443
148,1588338332
148,1588339221
148,1588340110
148,1588340999
148,1588341889
148,1588342778
148,1588343667
147,1588344556
154,1588345445
154,1588346335
153,1588347224
154,1588348113
150,1588349002
151,1588349892
151,1588350781
151,1588351670
152,1588352559
152,1588353448
152,1588354337
155,1588355227
153,1588356116
152,1588357005
153,1588357894
152,1588358783
152,1588359673
152,1588360562
153,1588361451
152,1588362340
152,1588363229
151,1588364118
149,1588365008
148,1588365897
146,1588366786
146,1588367675
149,1588368564
147,1588369454
150,1588370343
151,1588371232
152,1588372121
150,1588373010
150,1588373900
151,1588374789
152,1588375678
152,1588376567
153,1588377456
153,1588378346
153,1588379235
152,1588380124
151,1588381013
148,1588381902
150,1588382791
152,1588383681
151,1588384570
151,1588385459
150,1588386348
151,1588387237
150,1588388127
150,1588389016
151,1588389905
152,1588390794
152,1588391683
152,1588392572
152,1588393462
151,1588394351
151,1588395240
152,1588396129
152,1588397018
151,1588397908
151,1588398797
152,1588399686
152,1588400575
152,1588401464
152,1588402354
152,1588403243
152,1588404132
152,1588405021
152,1588405910
152,1588406799
152,1588407689
152,1588408578
152,1588409467
152,1588410356
152,1588411246
152,1588412135
152,1588413024
152,1588413913
152,1588414802
152,1588415691
152,1588416580
152,1588417470
152,1588418359
152,1588419248
152,1588420137
152,1588421027
152,1588421916
152,1588422805
152,1588423694
152,1588424583
152,1588425478
152,1588426367
152,1588427256
152,1588428145
152,1588429034
152,1588429924
152,1588430813
152,1588431702
152,1588432591
150,1588433480
151,1588434370
152,1588435259
151,1588436148
151,1588437038
152,1588437927
152,1588438816
152,1588439705
152,1588440595
152,1588441484
152,1588442373
151,1588443262
150,1588444151
151,1588445041
151,1588445930
151,1588446819
150,1588447708
151,1588448598
150,1588449487
149,1588450376
150,1588451265
151,1588452154
152,1588453044
151,1588453933
150,1588454822
149,1588455711
149,1588456600
150,1588457489
150,1588458379
149,1588459268
147,1588460157
147,1588461046
147,1588461936
146,1588462825
148,1588463714
148,1588464603
148,1588465492
149,1588466382
151,1588467271
149,1588468160
148,1588469049
149,1588469939
150,1588470828
150,1588471717
151,1588472606
152,1588473496
152,1588474385
152,1588475274
152,1588476163
152,1588477052
151,1588477941
151,1588478831
152,1588479720
152,1588480609
152,1588481498
151,1588482387
152,1588483277
151,1588484166
151,1588485055
151,1588485944
151,1588486833
151,1588487723
151,1588488612
151,1588489501
151,1588490390
151,1588491280
152,1588492169
151,1588493058
151,1588493947
152,1588494836
152,1588495725
152,1588496615
152,1588497504
152,1588498393
152,1588499282
152,1588500172
152,1588501061
152,1588501950
152,1588502839
152,1588503728
152,1588504618
152,1588505507
152,1588506396
152,1588507286
152,1588508175
152,1588509064
152,1588509953
152,1588510842
152,1588511732
152,1588512621
152,1588513510
152,1588514399
151,1588515288
151,1588516178
151,1588517067
152,1588517956
152,1588518846
152,1588519735
152,1588520624
152,1588521513
152,1588522402
152,1588522480
152,1588523369
152,1588524259
151,1588525148
150,1588526037
150,1588526926
152,1588527815
151,1588528705
151,1588529594
151,1588530483
149,1588531372
149,1588532262
151,1588533151
152,1588534040
152,1588534929
152,1588535818
152,1588536707
151,1588537597
150,1588538486
150,1588539375
151,1588540264
149,1588541154
148,1588542043
149,1588542932
151,1588543821
151,1588544710
151,1588545599
151,1588546489
150,1588547378
149,1588548267
148,1588549156
