0,ed144f7d-9917-5e1e-8f3f-42c538165662,0,0,,,scooter,34.043078,-118.44108,1588069813
1,707767ae-286d-5816-9383-74cc5e63396f,0,0,,,scooter,32.718521,-117.160361,1588069813
2,fe67b512-99c5-5617-9e31-6beda7fd1786,0,0,,,scooter,34.043511,-118.440786,1588069813
3,5439e495-9169-5247-9358-6494045b7b3c,0,0,,,scooter,34.04342,-118.441175,1588069813
4,7d7fa014-d0f9-5b62-bc66-ea2b0c4883df,0,0,,,scooter,34.043225,-118.440818,1588069813
5,57419e9e-c14f-5fe1-aac7-885faeb0c871,0,0,,,scooter,34.068541,-118.22164,1588069813
0,ed144f7d-9917-5e1e-8f3f-42c538165662,0,0,,,scooter,34.043078,-118.44108,1588070705
1,707767ae-286d-5816-9383-74cc5e63396f,0,0,,,scooter,32.718521,-117.160361,1588070705
2,fe67b512-99c5-5617-9e31-6beda7fd1786,0,0,,,scooter,34.043511,-118.440786,1588070705
3,5439e495-9169-5247-9358-6494045b7b3c,0,0,,,scooter,34.04342,-118.441175,1588070705
4,7d7fa014-d0f9-5b62-bc66-ea2b0c4883df,0,0,,,scooter,34.043225,-118.440818,1588070705
5,57419e9e-c14f-5fe1-aac7-885faeb0c871,0,0,,,scooter,34.068395,-118.221566,1588070705
0,ed144f7d-9917-5e1e-8f3f-42c538165662,0,0,,,scooter,34.043078,-118.44108,1588071596
1,707767ae-286d-5816-9383-74cc5e63396f,0,0,,,scooter,32.718521,-117.160361,1588071596
2,fe67b512-99c5-5617-9e31-6beda7fd1786,0,0,,,scooter,34.043511,-118.440786,1588071596
3,5439e495-9169-5247-9358-6494045b7b3c,0,0,,,scooter,34.04342,-118.441175,1588071596
4,7d7fa014-d0f9-5b62-bc66-ea2b0c4883df,0,0,,,scooter,34.043225,-118.440818,1588071596
5,57419e9e-c14f-5fe1-aac7-885faeb0c871,0,0,,,scooter,34.068395,-118.221566,1588071596
0,ed144f7d-9917-5e1e-8f3f-42c538165662,0,0,,,scooter,34.043078,-118.44108,1588072488
1,707767ae-286d-5816-9383-74cc5e63396f,0,0,,,scooter,32.718521,-117.160361,1588072488
2,fe67b512-99c5-5617-9e31-6beda7fd1786,0,0,,,scooter,34.043511,-118.440786,1588072488
3,5439e495-9169-5247-9358-6494045b7b3c,0,0,,,scooter,34.04342,-118.441175,1588072488
4,7d7fa014-d0f9-5b62-bc66-ea2b0c4883df,0,0,,,scooter,34.043225,-118.440818,1588072488
5,57419e9e-c14f-5fe1-aac7-885faeb0c871,0,0,,,scooter,34.068395,-118.221566,1588072488
0,ed144f7d-9917-5e1e-8f3f-42c538165662,0,0,,,scooter,34.043078,-118.44108,1588073379
1,707767ae-286d-5816-9383-74cc5e63396f,0,0,,,scooter,32.718521,-117.160361,1588073379
2,fe67b512-99c5-5617-9e31-6beda7fd1786,0,0,,,scooter,34.043511,-118.440786,1588073379
3,5439e495-9169-5247-9358-6494045b7b3c,0,0,,,scooter,34.04342,-118.441175,1588073379
4,7d7fa014-d0f9-5b62-bc66-ea2b0c4883df,0,0,,,scooter,34.043225,-118.440818,1588073379
